"","Kode Barang","Nama Barang","Merk","No Org","No Prod","Mobil","Harga Jual","Harga Beli","Stok","max stok","Total Penjualan"
"","00007847","PELAMPUNG AIR 3/4 AMICO","","","","","52500","0","0","",""
"","00007848","LEM BESI DEXTONE 5 MENIT","","","","","17000","0","11","","457"
"","00007849","SIKU TUKANG 12""","","","","","25000","0","13","","95"
"","00007850","SIKU TUKANG JUMBO 12""","","","","","30000","0","0","","66"
"","00007851","SEKRUP GIPSUM 2"" ECER","","","","","170","0","4886","","3914"
"","00007852","SEKRUP GIPSUM 1"" ISI 1000","","","","","55000","0","0","","284"
"","00007853","SEKRUP GIPSUM 1"" ECER","100 BJ","","","","65","0","1916","","190799"
"","00007854","SEKRUP GIPSUM 1 1/4"" ISI 1000","","","","","62500","0","0","",""
"","00007855","SEKRUP GIPSUM 1 1/4"" ECER","","","","","120","0","5346","","3504"
"","00007856","SEKRUP GIPSUM 1 1/2"" ISI 1000","","","","","68500","0","0","",""
"","00007857","SEKRUP GIPSUM 1 1/2"" ECER","100 BJ","","","","102","0","805","","11125"
"","00007858","SEKRUP KAYU 1 ""+","","","","","8000","0","0","","46"
"","00007859","SEKRUP KAYU 1 1/4","","","","","10000","0","0","","15"
"","00007860","SEKRUP KAYU 1 1/2+","","","","","12000","0","0","","30"
"","00007861","SEKRUP KAYU 2+","","","","","20000","0","1","","44"
"","00007862","SEKRUP KAYU 2 1/2 +","","","","","22000","0","0","","45"
"","00007863","BETEL TOPI 8""","","","","","15000","0","0","","96"
"","00007864","BETEL TOPI 10""","","","","","20000","0","49","","95"
"","00007865","BETEL TOPI 12""","","","","","18000","0","23","","85"
"","00007866","CETOK KAYU KIDO LANCIP 6""","","","","","6000","0","0","","12"
"","00007867","CETOK KAYU KIDO LANCIP 7""","","","","","18000","0","7","","29"
"","00007868","CETOK TROWEL LANCIP FUKUDA","","","","","18000","0","2","","122"
"","00007869","TUTUP BAK 3/4 SAKURA BIRU","","","","","4500","0","0","","24"
"","00007870","TUTUP BAK 1"" SAKURA PUTIH","","","","","4500","0","24","","24"
"","00007871","KAWAT LOKET 1/4 HIJAU","","","","","135000","0","0","","52"
"","00007872","KAWAT LOKET 1/2 X 90 PUTIH","","","","","130000","0","0","","8"
"","00007873","SARINGAN GOT BIRU","","","","","5000","0","0","","102"
"","00007874","SARINGAN GOT HIJAU","","","","","6000","0","0","","18"
"","00007875","SARINGAN GOT PUTIH","","","","","5000","0","0","","174"
"","00007876","SARINGAN GOT PINK","","","","","4000","0","0","","6"
"","00007877","PALU TUKANG 0,1 LUDELL","","","","","13000","0","1","","13"
"","00007878","PALU TUKANG 0,2 LUDELL","","","","","15000","0","0","","11"
"","00007879","PALU TUKANG 0,3 LUDELL","","","","","16500","0","0","","7"
"","00007880","PALU KONDE 1/2 NEW DELAND","","","","","17000","0","0","","12"
"","00007881","PALU KONDE 3/4 NEW DELAND","","","","","20000","0","0","","6"
"","00007882","PALU KONDE 1 NEW DELAND","","","","","22000","0","0","","6"
"","00007883","PALU KAMBING FUKUNG","","","","","27000","0","0","","13"
"","00007884","SIKU RAK 5 X 6","","","","","8000","0","5","","67"
"","00007885","GEMBOK 30 MM PANJANG HPP","","","","","20000","0","0","","180"
"","00007886","NP.ELASTEX WATERPROOF BLUE GREEN 1 KG","","","","","37500","0","0","","8"
"","00007887","KERTAS GOSOK NO.80 FUJI STAR","","","","","8000","0","60","","140"
"","00007888","KERTAS GOSOK NO. 100 FUJI STAR","","","","","3200","0","0","","100"
"","00007889","NP.ELASTEX WATERPROOF WATER BLUE 1 KG","","","","","55000","0","0","","15"
"","00007890","NP.ELASTEX WATERPROOF AQUA GREEN 4 KG","","","","","165000","0","0","","28"
"","00007891","PVC  3/4 AW POWER","","","","","35000","0","54","","366"
"","00007892","REMOVER POLIBEST 200CC","","","","","32000","0","7","","178"
"","00007893","DINABOLT 12 X 99","","","","","4000","0","130","","360"
"","00007894","DINABOLT 12 X 129","","","","","5000","0","102","","118"
"","00007896","KAWAT LOKET 1/2 X 90 PUTIH ECER","","","","","NaN","0","0","",""
"","00007897","NP.ELASTEX  WATERPROOF WATER BLUE 4 KG","","","","","165000","0","0","","32"
"","00007898","NP. 2 IN 1 ZINC CH 1 KG 3116 SILVER","","","","","30500","0","4","","41"
"","00007899","CNP 150 ASLI","","","","","331000","0","0","","211"
"","00007900","CNP 125 ASLI","","","","","205000","0","0","","57"
"","00007901","NP. 2 IN 1 ZINC CH 1 KG 3112 LIGHT BLUE","","","","","33000","0","0","","42"
"","00007903","TRIPLEK 3MM 4 X 8 (MRT)","","","","","52500","0","0","","250"
"","00007904","NP.PYLOX 1760 LUCKY GOLD 300CC","","","","","35000","0","10","","113"
"","00007905","SOCK DRILLING MAGNET","","","","","7000","0","21","","880"
"","00007906","SILINDER KUNCI BLUESKY KCL","","","","","32000","0","27","","88"
"","00007907","SILINDER KUNCI BLUESKY BSR","","","","","38000","0","1","","240"
"","00007908","GUNTING GALVALUM","","","","","30000","0","3","","123"
"","00007909","ASBES GENTENG ATRISCO TEBAL","","","","","38000","0","5","","43"
"","00007910","ASBES GENTENG ATRISCO","","","","","36000","0","3","","247"
"","00007911","SEKRUP DRILLING 12X20","","","","","400","0","6393","","41857"
"","00007912","NP.AUTOLUX 300CC 1743 HEAT RESISTANT","","","","","35000","0","3","","29"
"","00007913","NP.AUTOLUX 300CC 1744 MUFFLER BLACK","","","","","55000","0","2","","76"
"","00007914","ATAP GALV 0.30 LEMBARAN P2","","","","","NaN","0","0","",""
"","00007915","TANDON MYTANK 550LT","","","","","850000","0","1","","16"
"","00007916","ATAP GALV 0.30 LEMBARAN P2.5","","","","","90000","0","0","","292"
"","00007917","PR.UPR 1KG CAPPUCINO","","","","","65000","0","5","","38"
"","00007918","PR.UPR 20KG CAPPUCINO","","","","","950000","0","2","","15"
"","00007919","NP.STONESHIELD 1LT CLEAR","","","","","75000","0","0","","113"
"","00007920","NP.STONESHIELD 1 LTR SATIN","","","","","75000","0","0","","49"
"","00007921","NP.PYLOX HINO GREEN C-40","","","","","32000","0","7","","20"
"","00007922","NP. PYLOX LIME GREEN NEW","","","","","24000","0","0","","41"
"","00007923","MATEX 714 LAVEVDER GREY","","","","","NaN","0","0","",""
"","00007924","KOTAK GALVANIS 20 X 40 X 1,4 JAKARTA","","","","","72000","0","9","","6071"
"","00007925","PR.CT.CERIA LAKE STONE","","","","","110000","0","0","","44"
"","00007926","CLOSED MONOBLOCK PUTIH","","","","","900000","0","2","","10"
"","00007927","RENOVO JET SHOWER PUTIH","","","","","65000","0","0","","6"
"","00007928","RENOVO HAND SHOWER BO-007","","","","","75000","0","0","","6"
"","00007929","RENOVO KITCHEN SINK 7545","","","","","685000","0","1","","2"
"","00007930","POLYLITE 180 BROWN","","","","","88000","0","0","","5"
"","00007931","POLYLITE 300 BROWN","","","","","145000","0","0","","5"
"","00007932","SOLARFLAT TEBAL CLEAR","","","","","8750000","0","0","","1"
"","00007933","VIPLAS LEM PVC ","","","","","53000","0","11","","436"
"","00007934","PR.CT.CERIA LAKE STONE","","","","","790000","0","0","","62"
"","00007935","VIP DOFF","","","","","12000","0","0","","97"
"","00007936","PR.DURO GLOSS BLACK TT 9406 1KG","","","","","83000","0","10","","98"
"","00007937","KNIE 1/2 AW POWER","","","","","4000","0","198","","257"
"","00007938","WATERMUR 1/2 AW POWER","","","","","20000","0","130","","32"
"","00007939","SOK 3/4 AW POWER","","","","","4000","0","36","","1442"
"","00007940","WATERMUR 3/4 AW POWER","","","","","25000","0","16","","283"
"","00007941","SOK 1 AW POWER","","","","","5000","0","64","","252"
"","00007942","WATERMUR 1 AW POWER","","","","","32000","0","6","","64"
"","00007943","NP.STONESHIELD 1LTR BLACK","","","","","80000","0","0","","41"
"","00007944","KRAN CABANG ONDA K407 MH","","","","","145000","0","2","","49"
"","00007945","KACA MATA LAS ","","","","","17000","0","14","","129"
"","00007946","KASA PARABOLA COKLAT","","","","","NaN","0","0","",""
"","00007947","PEGANGAN LACI TOP 087 GP","","","","","8000","0","1","","23"
"","00007948","BODY COSEO 7011","","","","","65000","0","2","","16"
"","00007949","PEGANGAN LACI 4''KZK","","","","","5000","0","7","","5"
"","00007950","PEGANGAN LACI 5''KZK","","","","","4000","0","13","","35"
"","00007951","NP.BODELAC 2 IN 1 9103","","","","","185000","0","0","","3"
"","00007952","NP.BODELAC 2 IN 1 9103 ","","","","","58000","0","0","","5"
"","00007953","NP.MOMENTO PRIMER","","","","","145000","0","5","","4"
"","00007954","NP.MOMENTO SPARKLE SILVER MS","","","","","352000","0","0","","5"
"","00007955","KASA PARABOLA COKLAT ECER","","","","","20000","0","0","","20"
"","00007956","KUAS 1,5 ETERNA","","","","","7000","0","87","","1125"
"","00007957","LEM ALTECO","","","","","6000","0","0","","12"
"","00007958","GRENDEL S/S 3'' VIPER","","","","","8000","0","0","","48"
"","00007959","GRENDEL S/S 4'' VIPER","","","","","6000","0","1","","95"
"","00007960","GRENDEL BULAT HITAM 3'' VICO","","","","","5000","0","3","","12"
"","00007961","GRENDEL BULAT HITAM 4'' VICO","","","","","5000","0","0","","12"
"","00007962","TANG KARET 8'' BIASA","","","","","25000","0","3","","45"
"","00007963","PERBAN GYPSUM LEM FAWI","","","","","10000","0","25","","809"
"","00007964","SARUNG TANGAN KARET ORANGE","","","","","15000","0","25","","95"
"","00007965","POLYLITE 210 BROWN","","","","","95000","0","1","","4"
"","00007966","POLYLITE 240 BROWN","","","","","125000","0","0","","5"
"","00007967","KORAL","","","","","3750000","0","0","","12.58"
"","00007968","BIO SENTRA 1 KG","","","","","33000","0","0","","85"
"","00007969","BIO SENTRA 1/2 KG","","","","","20000","0","0","","76"
"","00007970","SEMEN PUTIH ECER GR","","","","","3000","0","0","","200"
"","00007971","NP.CT.VINILEX 978 25 KG","","","","","440000","0","1","","1"
"","00007972","GLASS BLOCK MULIA DIAMOND","","","","","22500","0","0","","2286"
"","00007973","GLASS BLOCK MULIA CANDI","","","","","23000","0","0","","90"
"","00007974","GLASS BLOCK MULIA OCEAN VIEW","","","","","19000","0","0","","1590"
"","00007975","NP.BB 9102 WHITE","","","","","76000","0","22","","426"
"","00007976","NP.NIPPE NP012","","","","","86000","0","22","","274"
"","00007977","NP.CG.MATEX 4 KG 834","","","","","145000","0","0","","13"
"","00007978","NP.NIPPON ZCP PRIMER GREEN 1 KG","","","","","48000","0","0","","160"
"","00007979","PYLOX 300 CC 312 LIGHT BLUE","","","","","35000","0","3","","9"
"","00007980","PYLOX 314 MEDITERRANIA GREEN","","","","","28000","0","2","","30"
"","00007981","PYLOX 316 BABY BLUE","","","","","35000","0","2","","60"
"","00007982","PYLOX 1731 YAMAHA GREEN","","","","","25000","0","0","","30"
"","00007983","PYLOX 1733 SPECIAL RED","","","","","35000","0","21","","282"
"","00007984","PYLOX 1750 BRONCE METALLIC","","","","","28000","0","0","","22"
"","00007985","PYLOX KMI U/C LIME GREEN NEW","","","","","22500","0","0","","25"
"","00007986","PYLOX 1726 NEON BLUE","","","","","35000","0","4","","98"
"","00007987","CLOSED RENOVO MONOBLOCK WHITE","","","","","838100","0","0","","37"
"","00007988","PARAGON 369 5 KG","","","","","78500","0","0","","23"
"","00007989","CAT PARAGON 377 5 KG","","","","","120200","0","5","","133"
"","00007990","WAFER NISSIN 570 GR","","","","","1","0","0","","66"
"","00007991","CAT PARAGON 325 20 KG","","","","","380000","0","0","","5"
"","00007992","CAT PARAGON 302 20 KG","","","","","340000","0","0","","8"
"","00007993","CAT PARAGON 310 20 KG","","","","","316500","0","0","","23"
"","00007994","CAT PARAGON 330 KG","","","","","315000","0","0","","2"
"","00007995","CAT PARAGON 368 20 KG","","","","","350000","0","0","","18"
"","00007996","CAT PARAGON 369 20 KG","","","","","3019000","0","0","","8"
"","00007997","PARAGON 374 20KG","","","","","290000","0","0","","3"
"","00007998","CAT PARAGON 397 20KG","","","","","289509","0","0","","3"
"","00007999","CAT PARAGON 327 20 KG","","","","","317000","0","0","","11"
"","00008000","CAT PARAGON 377 20KG","","","","","438000","0","3","","15"
"","00008001","METERAN 10 MTR RUBBER","","","","","42000","0","23","","23"
"","00008002","KRAN GUCI","","","","","8000","0","0","","12"
"","00008003","KUNCI ROYAL KECIL 670 GL","","","","","48000","0","0","","12"
"","00008004","KUNCI ROYAL KECIL 673 DB","","","","","40000","0","0","","12"
"","00008005","KUNCI ROYAL KECIL 674 DB","","","","","50000","0","0","","12"
"","00008006","KUNCI ROYAL KECIL 801 AB","","","","","30000","0","0","","12"
"","00008007","ROYAL SINK SB 35","","","","","250000","0","2","","33"
"","00008008","ROYAL SINK SB 42 E","","","","","180000","0","0","","19"
"","00008009","SELANG DESEL MILYARD SPIRAL 1 ''","","","","","NaN","0","1","",""
"","00008010","SELANG TIMBANG 1/4 PUTIH","","","","","88500","0","0","","8"
"","00008011","SELANG TIMBANG 5/16 PUTIH","","","","","110000","0","0","",""
"","00008012","TAMPAR 4 MM ECER","","","","","1500","0","0","","395"
"","00008013","NP.CT.VINILEX 910 25 KG","","","","","495000","0","0","","9"
"","00008014","NP.CT. VINILEX 316 25 KG","","","","","530000","0","0","","1"
"","00008015","NP.CT.VINILEX 924 25 KG","","","","","495000","0","0","","2"
"","00008016","NP.CT.VINILEX 944 25 KG","","","","","635000","0","0","","3"
"","00008017","NP.CT.VINILEX 25 KG","","","","","NaN","0","0","",""
"","00008018","NP.CT.VINILEX 952 25 KG","","","","","560000","0","1","","7"
"","00008019","NP.BODELAC ZINC CHROMATE PRIMER GREEN 5KG","","","","","197000","0","0","","14"
"","00008020","TK.AVIAN 1KG 199","","","","","54000","0","0","","6"
"","00008021","ENGSEL GOMEO 3"" KUNING","","","","","13000","0","0","","25"
"","00008022","ENGSEL GOMEO 3"" PUTIH","","","","","15000","0","0","","768"
"","00008023","ENGSEL GOMEO 4"" PUTIH","","","","","18000","0","51","","762"
"","00008024","ENGSEL GOMEO 4"" KUNING","","","","","17000","0","0","","24"
"","00008025","ENGSEL GOMEO 5"" KUNING","","","","","20000","0","0","","24"
"","00008026","ENGSEL GOMEO 5"" PUTIH","","","","","28000","0","37","","396"
"","00008027","GRENDEL BULAT HITAM 5'' VICO","","","","","7500","0","2","",""
"","00008028","GRENDEL BULAT HITAM 6'' VICO","","","","","8000","0","4","","2"
"","00008029","GRENDEL KUPU 1 1/4"" MEDICO","","","","","NaN","0","0","",""
"","00008030","GRENDEL KUPU 2"" KZH","","","","","5000","0","1","","1"
"","00008031","HAK ANGIN SEGI KZK 12""","","","","","NaN","0","0","",""
"","00008032","HAK ANGIN SEGI KZK 8""","","","","","8000","0","21","","87"
"","00008033","CAT PARAGON 326 20 KG","","","","","315000","0","0","","2"
"","00008034","CAT PARAGON 336 20 KG","","","","","350000","0","0","","5"
"","00008035","BLESSTON/PENGERAS BESI","","","","","30000","0","0","","65"
"","00008036","SENG TALANG 0.2X60 GREEN","","","","","595000","0","0","","1"
"","00008037","SENG TALANG 0.2X60 GREEN ECER","","","","","25000","0","0","","90"
"","00008038","SEKRUP DRILLING 12X75","","","","","700","0","2750","","43325"
"","00008039","KUNCI WC PLASTIK","","","","","8500","0","1","","11"
"","00008040","SOCK DRILLING 6 MM","","","","","12000","0","0","","20"
"","00008041","KERTAS PRINT NCR 2PLY","","","","","200000","0","0","","1"
"","00008042","PR.DECOR LEGANZA WHITE 1LTR","","","","","295000","0","0","","4"
"","00008043","PR.DECOR LEGANZA SILVER 1LTR","","","","","230000","0","0","","1"
"","00008044","PR.ECO SHIELD WHITE 5KG","","","","","175000","0","0","","25"
"","00008045","PR.ECO SHIELD WHITE 25KG","","","","","820000","0","0","","19"
"","00008046","WIREMESH M5","","","","","310000","0","0","","137"
"","00008047","NP.BB 115 SILVER","","","","","75000","0","3","","149"
"","00008048","NP.CT.VINILEX 200 25KG","","","","","NaN","0","0","",""
"","00008049","NP.CT VINILEX 901 25KG","","","","","480000","0","0","","2"
"","00008050","NP.NIPPON ZINC CH.PR.GREY GREEN 5 KG","","","","","NaN","0","0","",""
"","00008051","NP.CT.VINILEX 8013 25KG","","","","","442000","0","0","","3"
"","00008053","SELANG TIMBANG 5/16 PUTIH ECER","","","","","2500","0","144","","554"
"","00008054","PR.FIBERKOTE 887 WALNUT BROWN 18-8307 1 LTR","","","","","95000","0","0","","37"
"","00008055","TEMPAT SABUN TS19A OVAL APPLEGREEN","","","","","NaN","0","6","",""
"","00008056","TEMPAT SABUN TS19A OVAL AQUABLUE","","","","","23000","0","3","","3"
"","00008057","TEMPAT SABUN TS19A OVAL BEIGE","","","","","45000","0","0","","6"
"","00008058","TEMPAT SABUN TS19A OVAL EXCELRED","","","","","NaN","0","3","",""
"","00008059","TEMPAT SABUN TS19A OVAL PINK","","","","","45000","0","0","","6"
"","00008060","TEMPAT SABUN TS19A OVAL SORENTOBLUE","","","","","NaN","0","3","",""
"","00008061","TEMPAT SABUN TS19A OVAL WHITE","","","","","45000","0","1","","5"
"","00008062","TEMPAT SABUN TS2A KOTAK KCIL APPLEGREEN","","","","","40000","0","0","","6"
"","00008063","TEMPAT SABUN TS2A KOTAK KCIL AQUABLUE","","","","","40000","0","2","","4"
"","00008064","TEMPAT SABUN TS2A KOTAK KCIL EXELRED","","","","","30000","0","5","","1"
"","00008065","TEMPAT SABUN TS2A KOTAK KCIL IVORY","","","","","40000","0","0","","6"
"","00008066","TEMPAT SABUN TS2A KOTAK KCIL PINK","","","","","NaN","0","6","",""
"","00008067","TEMPAT SABUN TS2A KOTAK KCIL SORENTOBLUE","","","","","NaN","0","6","",""
"","00008068","TEMPAT SABUN TS28A OVAL APPLEGREEN","","","","","NaN","0","6","",""
"","00008069","TEMPAT SABUN TS28A OVAL EXCELRED","","","","","NaN","0","3","",""
"","00008070","TEMPAT SABUN TS28A OVAL IVORY","","","","","45000","0","1","","2"
"","00008071","TEMPAT SABUN TS28A OVAL PINK","","","","","35000","0","1","","2"
"","00008072","TEMPAT SABUN TS28A OVAL SORENTOBLUE","","","","","NaN","0","3","",""
"","00008073","TEMPAT SABUN TS1A KOTAK APPLEGREEN","","","","","45000","0","2","","4"
"","00008074","TEMPAT SABUN TS1A KOTAK AQUABLUE","","","","","45000","0","3","","3"
"","00008075","TEMPAT SABUN TS1A KOTAKBEIGE","","","","","45000","0","5","","1"
"","00008076","TEMPAT SABUN TS1A KOTAK EXCELRED","","","","","NaN","0","3","",""
"","00008077","TEMPAT SABUN TS1A KOTAK IVORY","","","","","55000","0","2","","1"
"","00008078","TEMPAT SABUN TS1A KOTAK PINK","","","","","NaN","0","6","",""
"","00008079","TEMPAT SABUN TS1A KOTAK SORENTOBLUE","","","","","NaN","0","3","",""
"","00008080","TEMPAT SABUN TS1A KOTAK WHITE","","","","","45000","0","3","","3"
"","00008081","TEMPAT SABUN TS109VENICE TULIP+SIKATGIGI","","","","","55000","0","0","","6"
"","00008082","TEMPAT SABUN TS16A 1/2OVAL APPLEGREEN","","","","","NaN","0","6","",""
"","00008083","TEMPAT SABUN TS16A 1/2OVAL AQUABLUE","","","","","45000","0","1","","5"
"","00008084","TEMPAT SABUN TS15A 1/2OVAL BEIGE","","","","","NaN","0","0","",""
"","00008085","TEMPAT SABUN TS16A 1/2OVAL BEIGE","","","","","40000","0","5","","1"
"","00008086","TEMPAT SABUN TS16A 1/2OVAL EXCELRED","","","","","NaN","0","3","",""
"","00008087","TEMPAT SABUN TS16A 1/2OVAL IVORY","","","","","45000","0","1","","2"
"","00008088","TEMPAT SABUN TS16A 1/2OVAL PINK","","","","","40000","0","2","","1"
"","00008089","TEMPAT SABUN TS16A 1/2OVAL SORENTOBLUE","","","","","37000","0","0","","3"
"","00008090","TEMPAT SABUN TS16A 1/2OVAL WHITE","","","","","23000","0","1","","5"
"","00008091","TEMPAT SABUN TS97VENICE YELLOW MTHARI2+SKATGIGI","","","","","43000","0","1","","5"
"","00008092","TEMPAT SABUN TS99VENICE LILAC MAWAR2+SKATGIGI","","","","","50000","0","2","","4"
"","00008093","TEMPATAIR TA2+K POLOS AQUABLUEMARMER","","","","","NaN","0","1","",""
"","00008094","TEMPATAIR TA2+K POLOS CHOCOBROWN","","","","","NaN","0","1","",""
"","00008095","TEMPATAIR TA2+K POLOS CUG-5AM","","","","","52000","0","0","","1"
"","00008096","TEMPATAIR TA2+K POLOS MAHOGANY","","","","","NaN","0","1","",""
"","00008097","TEMPATAIR TA2+K POLOS MAROON","","","","","NaN","0","1","",""
"","00008098","TEMPATAIR TA2+K POLOS SKYBLUE","","","","","52000","0","0","","1"
"","00008099","TEMPATAIR TA2+K POLOS WS20","","","","","NaN","0","1","",""
"","00008100","TEMPATAIR TA2+K POLOS WS25","","","","","100000","0","0","","1"
"","00008101","TEMPATAIR TA29+K EMBOSS BUAH","","","","","70000","0","0","","1"
"","00008102","TEMPATAIR TA31+K EMBOSS ARWANA","","","","","NaN","0","1","",""
"","00008103","TEMPATAIR TA32+K EMBOSS LOHANMERAH","","","","","65000","0","0","","1"
"","00008104","TEMPATAIR TA38+K EMBOSS ELANG","","","","","70000","0","0","","1"
"","00008105","TEMPATAIR TA40+K EMBOSS KUDAHITAM","","","","","70000","0","0","","1"
"","00008106","TEMPATAIR TA42+K EMBOSS ZEBRA","","","","","70000","0","0","","1"
"","00008107","TEMPATAIR TA44+K EMBOSS KANGGURU","","","","","70000","0","0","","1"
"","00008108","TEMPATAIR TA54+K EMBOSS JERAPAH","","","","","95000","0","0","","1"
"","00008109","TTEMPATAIR TA55+K EMBOSS KUPU","","","","","65000","0","0","","1"
"","00008110","TEMPATAIR TA59+K EMBOSS PENGUIN","","","","","61500","0","0","","1"
"","00008111","NP.CT.MATEX 20KG 3032","","","","","315000","0","0","","3"
"","00008112","NP.CT.MATEX 20KG 3038","","","","","315000","0","0","","30"
"","00008113","NP.CT.MATEX 20KG 3037","","","","","315000","0","0","","1"
"","00008114","NP.CT.MATEX 20KG 3036","","","","","345000","0","0","","2"
"","00008115","NP.CT.MATEX 5KG 753","","","","","90000","0","0","","4"
"","00008116","NP.CT.MATEX 20KG 3035","","","","","315000","0","0","","1"
"","00008117","NP.CT.MATEX 5KG 244","","","","","90000","0","0","","9"
"","00008118","NP.CT.MATEX 5KG 3035","","","","","95000","0","0","","13"
"","00008119","NP.CT.MATEX 5KG 3034","","","","","85000","0","0","","4"
"","00008120","NP.CT.MATEX 5KG 3038","","","","","145000","0","0","","59"
"","00008121","NP.CT.MATEX 5KG 3037","","","","","84000","0","0","","8"
"","00008122","NP.CT.MATEX 5KG 3036","","","","","90000","0","0","","8"
"","00008123","NP.CT.MATEX 5KG 755","","","","","90000","0","0","","18"
"","00008124","THINNER B TUNGGAL JAYA 1LTR","","","","","22000","0","0","","239"
"","00008125","THINNER B TUNGGAL JAYA 1/2LTR","","","","","20000","0","2","","326"
"","00008126","NP.CT.MATEX 20KG 3034","","","","","NaN","0","0","",""
"","00008127","NP.CT.MATEX 20KG 3039","","","","","350000","0","0","","3"
"","00008128","NP.CT.MATEX 20KG 753","","","","","375000","0","0","","1"
"","00008129","NP.CT.MATEX 20KG 244","","","","","NaN","0","0","",""
"","00008130","NP.CT MATEX 5KG 3032","","","","","105000","0","0","","10"
"","00008131","PIPA AIR 8''","","","","","2365000","0","0","","21"
"","00008132","ELBOW 8'' BESI","","","","","385000","0","0","","3"
"","00008133","BAUT SIKU LUBANG ECER","","","","","1000","0","0","","3800"
"","00008134","PLAT SIKU LUBANG ECER","","","","","800","0","918","","1896"
"","00008135","WIREMESH M 6 SI","","","","","475000","0","20","","357"
"","00008136","MU 600 3KG PELAPIS ANTI BOCOR","","","","","2","0","0","","9"
"","00008137","KLOSED DUDUK DUOBLOC TIPE 378 PUTIH","","","","","610000","0","0","","10"
"","00008138","TIMBO COR 20","","","","","18000","0","18","","36"
"","00008139","TIMBO COR 22","","","","","16000","0","0","","27"
"","00008140","TIMBO COR 24","","","","","17000","0","0","","30"
"","00008141","TK.NO DROP 004 BIRU 4KG","","","","","235000","0","0","","100"
"","00008142","TK.NO DROP 006 COKLAT 4KG","","","","","235000","0","0","","65"
"","00008143","NO.DROP 017 4KG","","","","","170000","0","1","","8"
"","00008144","TK.NO DROP 018 APRICOT 4KG","","","","","190000","0","1","","52"
"","00008145","TK.NO DROP 020 KIWI 4KG","","","","","235000","0","3","","116"
"","00008146","TK.NO DROP 004 BIRU 1KG","","","","","52000","0","0","","25"
"","00008147","TK.NO DROP 006 COKELAT 1KG","","","","","68000","0","1","","106"
"","00008148","TK.NO DROP 017 KUNING 1KG","","","","","59200","0","0","","131"
"","00008149","TK.NO DROP 018 APRICOT 1KG","","","","","57000","0","0","","47"
"","00008150","TK.NO DROP 020 KIWI 1KG","","","","","68000","0","17","","105"
"","00008151","CAT PARAGON 357 20KG","","","","","450000","0","0","","4"
"","00008152","CAT PARAGON 361X 20KG","","","","","325000","0","0","","20"
"","00008153","CAT PARAGON 376 20KG","","","","","355000","0","0","","4"
"","00008154","CAT PARAGON 311 5KG","","","","","90000","0","36","","15"
"","00008155","CAT PARAGON 309 20KG","","","","","310000","0","0","","22"
"","00008156","CAT PARAGON 361 20KG","","","","","335000","0","0","","5"
"","00008157","SARINGAN GOT ALINCO PUTIH","","","","","10000","0","0","","12"
"","00008158","SARINGAN GOT ALINCO BIRU","","","","","8000","0","0","","12"
"","00008159","SARINGAN GOT ALINCO HIJAU","","","","","10000","0","0","","12"
"","00008160","KERTAS GOSOK NO 1500 FUJI STAR","","","","","12000","0","0","","300"
"","00008161","PISAU KERAMIK WHELL","","","","","25000","0","0","","43"
"","00008162","PISAU KERAMIK SPEED","","","","","35000","0","0","","80"
"","00008163","NP.TT.3 IN 1 PASTEL BASE 5 LT","","","","","432000","0","0","","1"
"","00008164","INTERNIT 1X1 ATRISCO","","","","","27000","0","0","","311"
"","00008165","KLOSED JONGKOK LOLO IVORY","","","","","110000","0","0","","55"
"","00008166","KLOSED JONGKOK LOLO BEIGE","","","","","78000","0","0","","5"
"","00008167","KLOSED JONGKOK LOLO BIRU","","","","","120000","0","0","","150"
"","00008168","KLOSED JONGKOK LOLO PUTIH","","","","","100000","0","0","","40"
"","00008169","KLOSED JONGKOK LOLO MARRON","","","","","100000","0","0","","4"
"","00008170","WASTAFEL INA PUTIH+SIKU","","","","","250000","0","0","","3"
"","00008171","CAT PARAGON 382 SPC 20KG","","","","","290000","0","0","","8"
"","00008172","TK.AVIAN 1KG 179","","","","","54000","0","0","","6"
"","00008173","TK.AVIAN 0.5KG PERAK","","","","","35000","0","32","","53"
"","00008174","SUZUKA TEMBAGA BRESS 1KG","","","","","95000","0","0","","60"
"","00008175","SUZUKA STARLIGHT YELLOW 1KG","","","","","100000","0","0","","24"
"","00008176","SUZUKA TEMBAGA BRESS 200CC","","","","","30000","0","0","","96"
"","00008177","SUZUKA STARLIGHT YELLOW 200CC","","","","","25000","0","0","","24"
"","00008178","SEMEN MERAH PUTIH 40KG","","","","","50000","0","0","","420"
"","00008180","PR.TT.ES BASE A 5KG","","","","","216000","0","15","","481"
"","00008181","PR.TT.ES BASE B 5KG","","","","","205000","0","16","","318"
"","00008182","PINTU ANGZDOOR 82X210 PANEL 4B","","","","","390000","0","0","","757"
"","00008183","CAT PARAGON 366","","","","","105000","0","16","","15"
"","00008184","CAT PARAGON 362","","","","","87500","0","8","","36"
"","00008185","CAT PARAGON 311","","","","","94000","0","1","","4"
"","00008186","CAT PARAGON 354","","","","","92000","0","0","","86"
"","00008187","CAT PARAGON PMET/P.METROLIT","","","","","79000","0","0","","200"
"","00008188","CAT PARAGON 308","","","","","87500","0","5","","71"
"","00008189","BOX MCB 8G BROCO","","","","","35000","0","9","","1"
"","00008190","BOX MCB 4G BROCO","","","","","35500","0","3","","7"
